toret,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071
-41,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788,0.022719437357788
-40,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424,0.0238497465964424
-39,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619,0.0272806705284619
-38,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099,0.0267662914972099
-37,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843,0.0258080150243843
-36,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092,0.0263882767739092
-35,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526,0.0273807654049526
-34,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103,0.0296704407602103
-33,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798,0.0324102513698798
-32,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373,0.0318734852750373
-31,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141,0.0317018776528141
-30,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677,0.0325903771748677
-29,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428,0.0322268103070428
-28,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983,0.0340368977090983
-27,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154,0.0365013621564154
-26,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581,0.0385749493882581
-25,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459,0.0397349545136459
-24,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878,0.0415150111397878
-23,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069,0.0448068706760069
-22,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986,0.0461717428087986
-21,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049,0.0474909272932049
